ingredient_name,aliases,allergen_category,source,plain_explanation,verified
milk minerals,milk-minerals | milkminerals,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"topping (imitation mozzarella blend (water, palm oil, modified potato starch, rennet casein, modified corn starch, sodium citrate, salt, sodium phosphate, natural flavor, carrageen",topping | imitation mozzarella blend | palm oil | modified potato starch | rennet casein | modified corn starch | sodium citrate | sodium phosphate | topping imitation mozzarella blend water palm oil modified potato starch rennet casein modified corn starch sodium citrate salt sodium phosphate natural flavor carrageen,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"vegetable oil (partially hydrogenated palm kernel oil, soybean and palm oil with tbhq for freshness)",vegetable oil | partially hydrogenated palm kernel oil | soybean | palm oil | tbhq for freshness | vegetable oil partially hydrogenated palm kernel oil soybean and palm oil with tbhq for freshness,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
heavy cream cream,heavy-cream-cream | heavycreamcream,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"bistro bun (enriched wheat flour [wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, potato flour, sugar, canola oil, con",bistro bun | enriched wheat flour | wheat flour | malted barley flour | niacin | reduced iron | thiamine mononitrate | riboflavin | bistro bun enriched wheat flour wheat flour malted barley flour niacin reduced iron thiamine mononitrate riboflavin folic acid water potato flour sugar canola oil con,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
"milk cream cane sugar chocolate chips (unsweetened chocolate, cane sugar, palm kernel oil, cocoa butter, soy lecithin, vanilla extract)",milk cream cane sugar chocolate chips | unsweetened chocolate | cane sugar | palm kernel oil | cocoa butter | soy lecithin | vanilla extract | milk cream cane sugar chocolate chips unsweetened chocolate cane sugar palm kernel oil cocoa butter soy lecithin vanilla extract,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"contains 2% or less of each of the following: breader (enriched wheat flour [enriched with niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid], salt, soybean oil",enriched wheat flour | enriched | niacin | ferrous sulfate | thiamine mononitrate | riboflavin | folic acid | soybean oil | contains 2 or less of each of the following breader enriched wheat flour enriched with niacin ferrous sulfate thiamine mononitrate riboflavin folic acid salt soybean oil,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
alaskan snow crab legs surimi (fish protein) (contains one or more of the following: pollock and/or pacific whiting),alaskan snow crab legs surimi | fish protein | or pacific whiting | alaskan snow crab legs surimi fish protein contains one or more of the following pollock and or pacific whiting,fish,allergies_10k.csv,Label phrase associated with fish allergy risk in food-ingredient datasets.,false
"balsamic vinegar (wine vinegar, grape must, caramel [color], contains sulfites)",balsamic vinegar | wine vinegar | grape must | caramel | color | contains sulfites | balsamic vinegar wine vinegar grape must caramel color contains sulfites,sulphites,allergies_10k.csv,Label phrase associated with sulphites allergy risk in food-ingredient datasets.,false
skim milk and pectin,skim milk | pectin,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"flagship sauce (milk, flagship cheese [pasteurized milk, salt, culture, enzymes], just jack cheese [pasteurized milk, salt, culture, enzymes], butter [cream, salt], water, wheat fl",flagship sauce | milk | flagship cheese | pasteurized milk | culture | enzymes | just jack cheese | butter | flagship sauce milk flagship cheese pasteurized milk salt culture enzymes just jack cheese pasteurized milk salt culture enzymes butter cream salt water wheat fl,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"imitation monterey jack cheese (water, food starch, palm oil, whey, salt, caseinate, sodium phosphate, sorbic acid [as a preservative], carrageenan, natural flavor, artificial colo",imitation monterey jack cheese | food starch | palm oil | whey | caseinate | sodium phosphate | sorbic acid | as a preservative | imitation monterey jack cheese water food starch palm oil whey salt caseinate sodium phosphate sorbic acid as a preservative carrageenan natural flavor artificial colo,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
organic cultured wheat,organic-cultured-wheat | organicculturedwheat,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
"everything bagel (unbleached enriched flour [wheat flour, malted barley flour, nacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, bagel blend [sugar, sea sa",everything bagel | unbleached enriched flour | wheat flour | malted barley flour | nacin | reduced iron | thiamine mononitrate | riboflavin | everything bagel unbleached enriched flour wheat flour malted barley flour nacin reduced iron thiamine mononitrate riboflavin folic acid water bagel blend sugar sea sa,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
organic grade a milk and cream,organic grade a milk | cream,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
chocolate cookies (artificially flavored): ingredients: wheat flour,chocolate cookies | artificially flavored | : ingredients: wheat flour | chocolate cookies artificially flavored ingredients wheat flour,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
cultured pasteurized goat's milk,cultured pasteurized goat s milk,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"yogurt powder (cultured whey protein concentrate, cultured skim milk)",yogurt powder | cultured whey protein concentrate | cultured skim milk | yogurt powder cultured whey protein concentrate cultured skim milk,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
ingredients: egg,ingredients egg,egg,allergies_10k.csv,Label phrase associated with egg allergy risk in food-ingredient datasets.,false
"textured vegetable protein (non-gmo isolated soy protein, non-gmo defatted soy flour, corn starch, wheat protein)",textured vegetable protein | non-gmo isolated soy protein | non-gmo defatted soy flour | corn starch | wheat protein | textured vegetable protein non gmo isolated soy protein non gmo defatted soy flour corn starch wheat protein,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"battered eggplant: (eggplant, wheat flour, soybean oil, salt, garlic powder, onion powder, oregano, parsley and pepper powder)",battered eggplant: | eggplant | wheat flour | soybean oil | garlic powder | onion powder | oregano | parsley | battered eggplant eggplant wheat flour soybean oil salt garlic powder onion powder oregano parsley and pepper powder,egg,allergies_10k.csv,Label phrase associated with egg allergy risk in food-ingredient datasets.,false
"bleached enriched flour (wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid)",bleached enriched flour | wheat flour | niacin | iron | thiamine mononitrate | riboflavin | folic acid | bleached enriched flour wheat flour niacin iron thiamine mononitrate riboflavin folic acid,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
"dough conditioner (fumaric acid, xanthan gum, mono- and diglycerides, sodium metabisulphite)",dough conditioner | fumaric acid | xanthan gum | mono- | diglycerides | sodium metabisulphite | dough conditioner fumaric acid xanthan gum mono and diglycerides sodium metabisulphite,sulphites,allergies_10k.csv,Label phrase associated with sulphites allergy risk in food-ingredient datasets.,false
"bittersweet chocolate drop (chocolate liquor, sugar, cocoa butter, butterfat [milk], soy lecithin, vanilla extract)",bittersweet chocolate drop | chocolate liquor | cocoa butter | butterfat | milk | soy lecithin | vanilla extract | bittersweet chocolate drop chocolate liquor sugar cocoa butter butterfat milk soy lecithin vanilla extract,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
coconut ice cream: skim milk,coconut ice cream skim milk,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
shell eggs,shell-eggs | shelleggs,egg,allergies_10k.csv,Label phrase associated with egg allergy risk in food-ingredient datasets.,false
"dijon mustard (water, mustard seed, vinegar, salt, white wine, citric acid, turmeric, tartaric acid, spices)",dijon mustard | mustard seed | vinegar | white wine | citric acid | turmeric | tartaric acid | spices | dijon mustard water mustard seed vinegar salt white wine citric acid turmeric tartaric acid spices,mustard,allergies_10k.csv,Label phrase associated with mustard allergy risk in food-ingredient datasets.,false
soybean and/or canola and/or olive oil,soybean and | or canola and | or olive oil | soybean and or canola and or olive oil,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
cream cheese (cultured milk and cream),cream cheese | cultured milk | cream | cream cheese cultured milk and cream,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"skim milk cheese (pasteurized cultured skim milk, salt, enzymes)",skim milk cheese | pasteurized cultured skim milk | enzymes | skim milk cheese pasteurized cultured skim milk salt enzymes,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
whole wheat flour,whole-wheat-flour | wholewheatflour,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
"feta cheese (pasteurized milk, salt, cheese cultures, enzymes)",feta cheese | pasteurized milk | cheese cultures | enzymes | feta cheese pasteurized milk salt cheese cultures enzymes,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"bleached enriched wheat flour (flour, niacin, ferrous sulfate or reduced iron, thiamin mononitrate, riboflavin, folic acid, high fructose corn syrup, corn syrup, shortening (tallow",bleached enriched wheat flour | flour | niacin | ferrous sulfate or reduced iron | thiamin mononitrate | riboflavin | folic acid | high fructose corn syrup | bleached enriched wheat flour flour niacin ferrous sulfate or reduced iron thiamin mononitrate riboflavin folic acid high fructose corn syrup corn syrup shortening tallow,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
